business_id,business_name,business_address,business_city,business_latitude,business_longitude,business_location
63940,Mi Pueblito Market,2765 Mission St,San Francisco,37.752813,-122.418496,POINT (-122.418496 37.752813)
61180,Burger Bar SF,251 Geary St 6th Floor,San Francisco,37.787423,-122.407417,POINT (-122.407417 37.787423)
1615,Starbucks Coffee,27 Drumm St,San Francisco,37.794184,-122.396524,POINT (-122.396524 37.794184)
36571,Pagan Restaurant,3199 CLEMENT St,San Francisco,37.781558,-122.493393,POINT (-122.493393 37.781558)
62735,China Express Deli,2732 MISSION St,San Francisco,37.7533,-122.41863,POINT (-122.41863 37.7533)
2004,Elaine's Kitchen,434 Broadway St,San Francisco,37.798178,-122.404484,POINT (-122.404484 37.798178)
61187,The Deli Lama,150 TOLAND St #7,San Francisco,37.746322,-122.396793,POINT (-122.396793 37.746322)
4621,Louie's Dim Sum,1242 Stockton St,San Francisco,37.797256,-122.408456,POINT (-122.408456 37.797256)
2397,PLOY #2 THAI CUISINE,1770 HAIGHT St,San Francisco,37.769458,-122.451354,POINT (-122.451354 37.769458)
2797,MELS DRIVE-IN,1050 VAN NESS Ave,San Francisco,37.785358,-122.421357,POINT (-122.421357 37.785358)
2818,STARBUCKS COFFEE #5486,36 02nd St,San Francisco,37.788727,-122.400798,POINT (-122.400798 37.788727)
3392,FAMILY BILLIARDS,2807 GEARY Blvd,San Francisco,37.782103,-122.449132,POINT (-122.449132 37.782103)
3280,HARRY'S BAR,2020 FILLMORE St,San Francisco,37.788307,-122.433667,POINT (-122.433667 37.788307)
36730,Chapeau,126 CLEMENT St,San Francisco,37.783148,-122.460661,POINT (-122.460661 37.783148)
64154,"Yummy Dim Sum & Fast Food, LLC",930 Stockton St,San Francisco,37.794457,-122.407896,POINT (-122.407896 37.794457)
39481,Mateo's Bay Area Hot Dogs,833 Bryant St,San Francisco,,,
3121,Le Central Bistro Corp,453 Bush St,San Francisco,37.790603,-122.405038,POINT (-122.405038 37.790603)
2785,G & L RESTAURANT,198 LELAND Ave,San Francisco,37.712517,-122.407152,POINT (-122.407152 37.712517)
1144,Star Bagels,1475 Polk St,San Francisco,37.790324,-122.420664,POINT (-122.420664 37.790324)
37344,Civic Restaurant & Bar,272 McAllister St,San Francisco,37.780597,-122.416464,POINT (-122.416464 37.780597)
63601,Tokyo Express Restaurant,814 Mission St,San Francisco,37.784163,-122.404739,POINT (-122.404739 37.784163)
10433,Cafe La Taza,470 Post St,San Francisco,37.788128,-122.409705,POINT (-122.409705 37.788128)
5898,MONROE ELEMENTARY SCHOOL,260 MADRID St,San Francisco,37.725199,-122.430106,POINT (-122.430106 37.725199)
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,San Francisco,37.728458,-122.403991,POINT (-122.403991 37.728458)
6030,Woolf House Senior Center,801 Howard St . #413,San Francisco,37.783037,-122.402952,POINT (-122.402952 37.783037)
62739,Tortas Los Picudos,2969 24th St,San Francisco,37.752653,-122.411359,POINT (-122.411359 37.752653)
2538,KATES KITCHEN,471 HAIGHT St,San Francisco,37.772163,-122.429927,POINT (-122.429927 37.772163)
2689,THE BLUE PLATE,3218 MISSION St,San Francisco,37.745158,-122.420217,POINT (-122.420217 37.745158)
4412,Barbarossa,714 Montgomery St,San Francisco,37.795918,-122.403283,POINT (-122.403283 37.795918)
5815,ALVARADO ELEMENTARY SCHOOL,625  DOUGLASS St,San Francisco,37.753684,-122.438696,POINT (-122.438696 37.753684)
63287,Indian Oven,233 Fillmore St,San Francisco,37.771682,-122.430427,POINT (-122.430427 37.771682)
34839,Brenda's French Soul Food,652 B Polk St,San Francisco,37.782672,-122.419026,POINT (-122.419026 37.782672)
891,Lucky Creation Vegetarian Restaurant LLC,854 Washington St,San Francisco,37.795078,-122.407433,POINT (-122.407433 37.795078)
59637,Flour & Water,2401 Harrison St,San Francisco,37.758913,-122.412426,POINT (-122.412426 37.758913)
1930,Sunrise Deli,2115 Irving St,San Francisco,37.763383,-122.48075,POINT (-122.48075 37.763383)
35317,Metropolitan Lounge (aka: The Lookout),3600 16th St,San Francisco,37.764248,-122.433392,POINT (-122.433392 37.764248)
2144,SHERA.-PAL.HOTEL MAXFIELD'S GRILL,2 NEW MONTGOMERY St,San Francisco,37.788286,-122.401543,POINT (-122.401543 37.788286)
2544,EMPEROR PALACE RESTAURANT,0530 BALBOA St,San Francisco,37.777253,-122.464359,POINT (-122.464359 37.777253)
1652,STARBUCKS,201 03rd St,San Francisco,37.785037,-122.400432,POINT (-122.400432 37.785037)
6966,M.P. Seafood Market,848 Jackson St,San Francisco,37.795786,-122.409065,POINT (-122.409065 37.795786)
60334,Tenroku Ramen #2,4435 MISSION St,San Francisco,37.727239,-122.432799,POINT (-122.432799 37.727239)
4478,AFC Sushi @ Safeway #1490,2300 16th St,San Francisco,37.765708,-122.409002,POINT (-122.409002 37.765708)
3025,PEKING RESTAURANT,1375 NORIEGA St,San Francisco,37.754086,-122.47835,POINT (-122.47835 37.754086)
33914,Subway 30303,3911 Alemany Bl.,San Francisco,37.711185,-122.46779,POINT (-122.46779 37.711185)
7997,COSTCO WHOLESALE,450 10th St,San Francisco,37.770938,-122.41051,POINT (-122.41051 37.770938)
32625,Korean Village Restaurant,4611 GEARY Blvd,San Francisco,37.780712,-122.4687,POINT (-122.4687 37.780712)
2610,CAFE LA BOHEME,3318 24th St,San Francisco,37.752284,-122.418928,POINT (-122.418928 37.752284)
28044,Century Theatres,845 Market St Suite 500,San Francisco,37.784848,-122.406892,POINT (-122.406892 37.784848)
19418,Starbucks,675 Townsend St,San Francisco,37.770517,-122.403221,POINT (-122.403221 37.770517)
2619,KEZAR BAR & RESTAURANT,900 COLE St,San Francisco,37.765538,-122.449887,POINT (-122.449887 37.765538)
59838,OTD,2232 Bush St,San Francisco,37.786988,-122.434074,POINT (-122.434074 37.786988)
7598,BEVERAGES & MORE,201 BAYSHORE Blvd,San Francisco,37.744984,-122.404059,POINT (-122.404059 37.744984)
3043,ST. FRANCIS YACHT CLUB,Foot of Baker Street St,San Francisco,37.800632,-122.436438,POINT (-122.436438 37.800632)
64501,Canchola's Bar,3775 MISSION St,San Francisco,37.736323,-122.42428,POINT (-122.42428 37.736323)
619,A-1 BAKERY,1727 OCEAN Ave,San Francisco,37.724824,-122.460726,POINT (-122.460726 37.724824)
6009,Self-Help For The Elderly - Lady Shaw Senior Center,1483 Mason St,San Francisco,37.796857,-122.411899,POINT (-122.411899 37.796857)
2917,OMNI S.F. Hotel - Main Kitchen,"500 California St, 1st Floor",San Francisco,37.792888,-122.403135,POINT (-122.403135 37.792888)
18577,AMC Theatres Metreon 16 - Main Stand,135 04th St  3000,San Francisco,37.784548,-122.40419,POINT (-122.40419 37.784548)
26340,VIP Coffee & Cake Shop,671 Broadway St,San Francisco,37.797704,-122.408058,POINT (-122.408058 37.797704)
3478,ROUND TABLE PIZZA,2660 SAN BRUNO Ave,San Francisco,37.728027,-122.403811,POINT (-122.403811 37.728027)
2667,ARIAKE,5041 Geary Blvd,San Francisco,37.780523,-122.47358,POINT (-122.47358 37.780523)
146,DEJA VU PIZZA & PASTA,3227 16th St,San Francisco,37.764713,-122.424709,POINT (-122.424709 37.764713)
62550,ANZU Restaurant,"222 Mason St, 2nd Floor",San Francisco,37.785648,-122.409497,POINT (-122.409497 37.785648)
25651,Beverages & More,1301 Van Ness Ave,San Francisco,37.787794,-122.421924,POINT (-122.421924 37.787794)
6654,HIEP-THANH MARKET,724 LARKIN St,San Francisco,37.784598,-122.417757,POINT (-122.417757 37.784598)
1609,Tung Sing Restaurant,4015 24th St,San Francisco,37.751373,-122.432319,POINT (-122.432319 37.751373)
709,MONG THU COFFEE SHOP,248 HYDE St,San Francisco,37.783041,-122.415719,POINT (-122.415719 37.783041)
38808,PPQ Beef Noodle House,1816 IRVING St,San Francisco,37.763603,-122.477497,POINT (-122.477497 37.763603)
34458,Ayola,327 Kearny St,San Francisco,37.791185,-122.404144,POINT (-122.404144 37.791185)
16441,Hawaiian Drive Inn,2600 San Bruno Ave,San Francisco,37.728718,-122.404101,POINT (-122.404101 37.728718)
670,VIKINGS GIANT SUBMARINE SANDWICHES,1418 LOMBARD St,San Francisco,37.801334,-122.424905,POINT (-122.424905 37.801334)
2716,RED A BAKERY,634 CLEMENT St,San Francisco,37.782888,-122.466101,POINT (-122.466101 37.782888)
328,Miyako,1470 Fillmore St,San Francisco,37.783017,-122.432584,POINT (-122.432584 37.783017)
62597,J J Fish & Chicken,5100 03rd St,San Francisco,37.732443,-122.391682,POINT (-122.391682 37.732443)
876,"PATPONG THAI CUISINE, INC.",2415 CLEMENT St,San Francisco,37.781973,-122.48522,POINT (-122.48522 37.781973)
35855,Lava Restaurant & Lounge,527 BRYANT St,San Francisco,37.780728,-122.396522,POINT (-122.396522 37.780728)
1664,PANDA EXPRESS,865 MARKET St C24,San Francisco,37.784317,-122.407563,POINT (-122.407563 37.784317)
4469,Boudin Restaurant,160 Jefferson  2nd floor,San Francisco,37.808352,-122.415157,POINT (-122.415157 37.808352)
198,SUBWAY,3801 03rd St 310,San Francisco,37.741829,-122.388098,POINT (-122.388098 37.741829)
35812,Umi,1328 18th St,San Francisco,37.762679,-122.395859,POINT (-122.395859 37.762679)
59289,Golden Gate Dim Sum Seafood,1829 Clement St,San Francisco,37.782243,-122.479009,POINT (-122.479009 37.782243)
3439,Wipe Out Bar & Grill,Pier 39,San Francisco,37.80824,-122.410189,POINT (-122.410189 37.80824)
32170,La Torta Gorda,2833 24th St,San Francisco,37.752813,-122.408799,POINT (-122.408799 37.752813)
1263,LAVA JAVA,852 STANYAN St,San Francisco,37.766812,-122.452974,POINT (-122.452974 37.766812)
3948,Mel's Drive-In,833 MISSION St,San Francisco,37.78355,-122.405356,POINT (-122.405356 37.78355)
2454,San Jalisco,901 South Van Ness Ave,San Francisco,37.758634,-122.416866,POINT (-122.416866 37.758634)
32823,Peet's Coffee & Tea,405 Howard St,San Francisco,37.789057,-122.395322,POINT (-122.395322 37.789057)
39695,Volcano Kitchen,5454 GEARY Blvd,San Francisco,37.780515,-122.477846,POINT (-122.477846 37.780515)
5915,ST. ANTHONY'S ELEMENTARY,299 Precita Ave,San Francisco,37.747249,-122.413607,POINT (-122.413607 37.747249)
37986,"Wing On Poultry, Inc",1114 Grant Ave,San Francisco,37.797129,-122.406807,POINT (-122.406807 37.797129)
48,ART'S CAFE,747 IRVING St,San Francisco,37.764013,-122.465749,POINT (-122.465749 37.764013)
3611,ABSINTHE BRASSERIE & BAR,398 HAYES St,San Francisco,37.77694,-122.422962,POINT (-122.422962 37.77694)
2004,Elaine's Kitchen,434 Broadway St,San Francisco,37.798178,-122.404484,POINT (-122.404484 37.798178)
38929,Jelly Donut,3198 24th St,San Francisco,37.752439,-122.41625,POINT (-122.41625 37.752439)
29429,The Plant Cafe,3352 STEINER ST,San Francisco,37.800407,-122.437796,POINT (-122.437796 37.800407)
1726,KFC/TACO BELL,4285 MISSION St,San Francisco,37.728979,-122.431008,POINT (-122.431008 37.728979)
60355,Taqueria Castillo B,86 McAllister St,San Francisco,37.780994,-122.413637,POINT (-122.413637 37.780994)
62051,Parada 22,1805 HAIGHT St,San Francisco,37.769303,-122.451961,POINT (-122.451961 37.769303)
279,Inga Donuts,1026 Hyde St,San Francisco,37.790347,-122.417227,POINT (-122.417227 37.790347)
57579,BeiJing Restaurant,1801 Alemany Blvd,San Francisco,37.723457,-122.43748,POINT (-122.43748 37.723457)
1832,Murphy's,217 Kearny St,San Francisco,37.790125,-122.403924,POINT (-122.403924 37.790125)
2925,Marines Memorial Club - Banquet,609 Sutter St 10th Floor,San Francisco,37.788954,-122.410467,POINT (-122.410467 37.788954)
13426,Trader Joe's,401 Bay St,San Francisco,37.80557,-122.413626,POINT (-122.413626 37.80557)
63503,Mason Street Deli and Market,39 MASON,San Francisco,37.784094,-122.409274,POINT (-122.409274 37.784094)
7375,WALGREENS #05487,5300 03rd St,San Francisco,37.729277,-122.392797,POINT (-122.392797 37.729277)
64466,Shanghai Dumpling King,3319 BALBOA St,San Francisco,37.775813,-122.494499,POINT (-122.494499 37.775813)
64653,Mow Lee Company,774 Commercial St,San Francisco,37.793907,-122.405863,POINT (-122.405863 37.793907)
409,EL FARO,82 01st St,San Francisco,37.788613,-122.393894,POINT (-122.393894 37.788613)
4610,Liquor & Deli On Union Square,423 Stockton St,San Francisco,37.790034,-122.407104,POINT (-122.407104 37.790034)
4762,Chowder Hut,2890 Taylor St,San Francisco,37.808616,-122.415779,POINT (-122.415779 37.808616)
1832,Murphy's,217 Kearny St,San Francisco,37.790125,-122.403924,POINT (-122.403924 37.790125)
62548,Estrella Taqueria,533 Haight St,San Francisco,37.772013,-122.431047,POINT (-122.431047 37.772013)
63493,The Golden West,8 Trinity Pl,San Francisco,37.790053,-122.402586,POINT (-122.402586 37.790053)
6813,SF WINE TRADING COMPANY,250 TARAVAL,San Francisco,37.743378,-122.468991,POINT (-122.468991 37.743378)
4864,DRAGON CITY BAKERY & CAFE,2367 MISSION St,San Francisco,37.759174,-122.419066,POINT (-122.419066 37.759174)
4449,Universal Bakery Inc.,3458 MISSION St,San Francisco,37.741317,-122.422687,POINT (-122.422687 37.741317)
1289,ORPHAN ANDY'S,3991 A 17th St,San Francisco,37.758132,-122.435614,POINT (-122.435614 37.758132)
59577,Pasta Moto of San Francisco Centre LLC,845 Market St FE6,San Francisco,37.784848,-122.406892,POINT (-122.406892 37.784848)
2352,SMILE'S  B.B.Q.,2619 MISSION St,San Francisco,37.755013,-122.418665,POINT (-122.418665 37.755013)
59838,OTD,2232 Bush St,San Francisco,37.786988,-122.434074,POINT (-122.434074 37.786988)
34676,Golden Kim Tar Restaurant,434 Larkin St,San Francisco,37.781786,-122.417147,POINT (-122.417147 37.781786)
2497,PLUTO'S,3258 SCOTT St,San Francisco,37.799796,-122.441041,POINT (-122.441041 37.799796)
2501,Posh Bagel,266 Sutter St,San Francisco,37.789718,-122.404974,POINT (-122.404974 37.789718)
73,Santino's Vino,2101 Fillmore St,San Francisco,37.788932,-122.433895,POINT (-122.433895 37.788932)
3112,Lori's Diner,500 Sutter St,San Francisco,37.789228,-122.408844,POINT (-122.408844 37.789228)
273,HAI SUN RESTAURANT,3137 LAGUNA St,San Francisco,37.800133,-122.431064,POINT (-122.431064 37.800133)
37389,China House Jumbo Seafood Restaurant,2237 Powell Street,San Francisco,37.805514,-122.411914,POINT (-122.411914 37.805514)
619,A-1 BAKERY,1727 OCEAN Ave,San Francisco,37.724824,-122.460726,POINT (-122.460726 37.724824)
32925,Papalote,3409 24th St,San Francisco,37.752073,-122.420939,POINT (-122.420939 37.752073)
3676,Chinatown Restaurant,744 Washington St,San Francisco,37.795248,-122.405943,POINT (-122.405943 37.795248)
33468,Stacks Restaurant,501 Hayes St,San Francisco,37.776623,-122.424787,POINT (-122.424787 37.776623)
19205,Woodhouse Fish Company,2073 MARKET St,San Francisco,37.767631,-122.428569,POINT (-122.428569 37.767631)
32170,La Torta Gorda,2833 24th St,San Francisco,37.752813,-122.408799,POINT (-122.408799 37.752813)
2110,A La Turca,869 Geary St,San Francisco,37.786143,-122.417617,POINT (-122.417617 37.786143)
37232,Cafe Luna,3313 SACRAMENTO St,San Francisco,37.788123,-122.447197,POINT (-122.447197 37.788123)
35221,Golden Flower Vietnamese Restaurant,667 Jackson St,San Francisco,37.796026,-122.406202,POINT (-122.406202 37.796026)
4732,BREAD & BUTTER MARKET,888 O'FARRELL St,San Francisco,37.785068,-122.418983,POINT (-122.418983 37.785068)
19082,Moscone Ctr. Northside Cafe/Cafe D,747 Howard St Basement,San Francisco,37.784128,-122.401533,POINT (-122.401533 37.784128)
884,House of Nanking,919 Kearny St,San Francisco,37.796463,-122.405224,POINT (-122.405224 37.796463)
35591,The Monk's Kettle,3141 16TH St,San Francisco,37.764814,-122.422979,POINT (-122.422979 37.764814)
2764,AL-HAMRA,3083 16th St,San Francisco,37.764913,-122.421349,POINT (-122.421349 37.764913)
36875,Daffodil c/o Orchard Hotel,665 Bush St,San Francisco,37.790184,-122.408468,POINT (-122.408468 37.790184)
20367,Manila Oriental Market,4175 MISSION St,San Francisco,37.730569,-122.429418,POINT (-122.429418 37.730569)
57653,Tacos San Buena #2,79 Sansome St,San Francisco,,,
63971,Munchboxx,643 Clay St,San Francisco,37.794554,-122.403827,POINT (-122.403827 37.794554)
4986,SENIORE'S PIZZA,2415 19th Ave,San Francisco,37.742728,-122.475714,POINT (-122.475714 37.742728)
59044,Taqueria Cazadores,1600 C Mission St,San Francisco,37.749851,-122.415121,POINT (-122.415121 37.749851)
37656,Jack In the Box #558,4649 GEARY Blvd,San Francisco,37.780713,-122.469299,POINT (-122.469299 37.780713)
36474,The Sentinel,35 New Montgomery St,San Francisco,37.788327,-122.401444,POINT (-122.401444 37.788327)
64814,My Ivy Corp.,1901 DIVISADERO St,San Francisco,37.787323,-122.440323,POINT (-122.440323 37.787323)
2437,MANORA'S THAI CUISINE,1600 FOLSOM St,San Francisco,37.770748,-122.415137,POINT (-122.415137 37.770748)
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,San Francisco,37.747114,-122.413641,POINT (-122.413641 37.747114)
17762,Patxi's Chicago Pizza,511 Hayes St,San Francisco,37.776593,-122.425017,POINT (-122.425017 37.776593)
2926,Luques Restaurant & Bar,433 Powell St,San Francisco,37.788673,-122.408524,POINT (-122.408524 37.788673)
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,37.761743,-122.421492,POINT (-122.421492 37.761743)
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,San Francisco,37.748855,-122.418134,POINT (-122.418134 37.748855)
1754,Fisherman's Pizzeria Inc [#50],2800 Leavenworth St,San Francisco,37.807167,-122.418936,POINT (-122.418936 37.807167)
2717,GOURMET DIM SUM & CAFE,651 CLEMENT St,San Francisco,37.782823,-122.466359,POINT (-122.466359 37.782823)
32671,La Taqueria Guadalajara,3146 24th St,San Francisco,37.752512,-122.415109,POINT (-122.415109 37.752512)
4844,SAFEWAY #909,730 TARAVAL,San Francisco,37.743191,-122.473903,POINT (-122.473903 37.743191)
2519,PACIFIC PLAZA CAFE,1340 FRANKLIN St,San Francisco,37.786864,-122.423218,POINT (-122.423218 37.786864)
6636,STARBUCKS,1390 MARKET St,San Francisco,37.777053,-122.416939,POINT (-122.416939 37.777053)
6718,General Nutrition #302,576 Market St,San Francisco,37.789353,-122.401309,POINT (-122.401309 37.789353)
61187,The Deli Lama,150 TOLAND St #7,San Francisco,37.746322,-122.396793,POINT (-122.396793 37.746322)
985,The Sunset's Best Seafood Restaurant,3060 TARAVAL St,San Francisco,37.742048,-122.499002,POINT (-122.499002 37.742048)
286,PUNJAB KABAB HOUSE,101 EDDY St,San Francisco,37.784303,-122.409647,POINT (-122.409647 37.784303)
63576,Angkor Borei Restaurant,3471 MISSION St,San Francisco,37.741333,-122.422603,POINT (-122.422603 37.741333)
33442,Miller's East Coast Deli,1725 Polk St,San Francisco,37.792784,-122.421164,POINT (-122.421164 37.792784)
5802,LOWELL HIGH SCHOOL,1101 EUCALYPTUS Dr,San Francisco,37.731027,-122.483578,POINT (-122.483578 37.731027)
16329,Oscar Burger & Deli,1850 Cesar Chavez St,San Francisco,37.749798,-122.395962,POINT (-122.395962 37.749798)
57630,The Dry Dock,2118 Greenwich St,San Francisco,37.799048,-122.435353,POINT (-122.435353 37.799048)
3858,HUNAN RESTAURANT,110 NATOMA St,San Francisco,37.786944,-122.399199,POINT (-122.399199 37.786944)
2689,THE BLUE PLATE,3218 MISSION St,San Francisco,37.745158,-122.420217,POINT (-122.420217 37.745158)
5521,AT&T - (J-2A) BEN & JERRY'S,24 Willie Mays Pl,San Francisco,,,
36473,Maggie Cafe,848 Grant Ave,San Francisco,37.794898,-122.406356,POINT (-122.406356 37.794898)
25161,Westin St Francis - Main Kitchen,335 Powell St 2nd Floor,San Francisco,37.7877,-122.408345,POINT (-122.408345 37.7877)
4623,Yo Yo's,318 Pacific Ave,San Francisco,37.797668,-122.401134,POINT (-122.401134 37.797668)
35852,Beach Street Grill,380 Beach St,San Francisco,37.807358,-122.415294,POINT (-122.415294 37.807358)
2109,ANH HONG PHU-NHUAN RESTAURANT,808 GEARY St,San Francisco,37.786354,-122.416628,POINT (-122.416628 37.786354)
8202,Xiao Loong,250 WEST PORTAL AVENUE,San Francisco,37.738616,-122.468775,POINT (-122.468775 37.738616)
62277,Tacos San Buena,16th & Shotwell St,San Francisco,37.779847,-122.418985,POINT (-122.418985 37.779847)
9679,Eastern Bakery Inc,720 Grant Ave,San Francisco,37.793598,-122.406097,POINT (-122.406097 37.793598)
539,EL SALVADOR RESTAURANT,2278 MISSION St,San Francisco,37.760579,-122.41932,POINT (-122.41932 37.760579)
22606,Canyon Market,2815 Diamond St,San Francisco,37.734072,-122.433948,POINT (-122.433948 37.734072)
36673,Mid City Market,868 Geary St,San Francisco,37.786197,-122.417614,POINT (-122.417614 37.786197)
63897,Bob's Donuts and Pastries,1621 Polk St,San Francisco,37.791914,-122.420984,POINT (-122.420984 37.791914)
5902,Galileo High School,1150 Francisco St,San Francisco,37.803347,-122.424084,POINT (-122.424084 37.803347)
34353,The Olympic Club Bar/Grill,524 Post St 1st Floor,San Francisco,37.787978,-122.410904,POINT (-122.410904 37.787978)
1796,PHILIPPINE DELICACIES,5609 MISSION St,San Francisco,37.711286,-122.446607,POINT (-122.446607 37.711286)
2716,RED A BAKERY,634 CLEMENT St,San Francisco,37.782888,-122.466101,POINT (-122.466101 37.782888)
36022,Wok In Chinese American Food,50 MENDELL St 6,San Francisco,37.743419,-122.383536,POINT (-122.383536 37.743419)
2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,San Francisco,37.783053,-122.418988,POINT (-122.418988 37.783053)
5919,SAN FRANCISCO DAY SCHOOL,350 MASONIC St,San Francisco,37.777988,-122.446877,POINT (-122.446877 37.777988)
273,HAI SUN RESTAURANT,3137 LAGUNA St,San Francisco,37.800133,-122.431064,POINT (-122.431064 37.800133)
58,Oasis Grill,91 Drumm St,San Francisco,37.794483,-122.396584,POINT (-122.396584 37.794483)
36571,Pagan Restaurant,3199 CLEMENT St,San Francisco,37.781558,-122.493393,POINT (-122.493393 37.781558)
59178,Little Delhi India Restaurant,83 Eddy St,San Francisco,37.784394,-122.409047,POINT (-122.409047 37.784394)
2315,TAQUERIA CAN-CUN,2288 MISSION St,San Francisco,37.760487,-122.419285,POINT (-122.419285 37.760487)
37879,Cafe Mystique,464 CASTRO St,San Francisco,,,
3665,Tower Carwash,1601 Mission St,San Francisco,37.772025,-122.419112,POINT (-122.419112 37.772025)
2234,Kam Lok Restaurant,834 Washington St,San Francisco,37.795118,-122.407083,POINT (-122.407083 37.795118)
384,RINCONSITO SALVADORENO,3829 MISSION St,San Francisco,37.73571,-122.424528,POINT (-122.424528 37.73571)
3661,LA CUMBRE,515 VALENCIA St,San Francisco,37.764553,-122.421826,POINT (-122.421826 37.764553)
2933,Castagnola's Restaurant,286 Jefferson St,San Francisco,37.808098,-122.417194,POINT (-122.417194 37.808098)
6800,Arts Valero,2985 San Bruno Ave,San Francisco,37.724053,-122.402069,POINT (-122.402069 37.724053)
35852,Beach Street Grill,380 Beach St,San Francisco,37.807358,-122.415294,POINT (-122.415294 37.807358)
1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,San Francisco,37.780834,-122.46659,POINT (-122.46659 37.780834)
2334,LA PAZ RESTAURANT,1028 POTRERO Ave,San Francisco,37.755693,-122.40665,POINT (-122.40665 37.755693)
5258,IBERIA CATERING,2850 ALEMANY Blvd,San Francisco,37.712715,-122.451363,POINT (-122.451363 37.712715)
29246,Rico Pan Bakery,3717 Mission St,San Francisco,37.737021,-122.424078,POINT (-122.424078 37.737021)
3267,The Olive Garden Italian,3251 20th Ave,San Francisco,37.728497,-122.475639,POINT (-122.475639 37.728497)
35591,The Monk's Kettle,3141 16TH St,San Francisco,37.764814,-122.422979,POINT (-122.422979 37.764814)
63646,SFDH - Harry Denton's Starlight Room,450 Powell St 21st Floor,San Francisco,37.788782,-122.408439,POINT (-122.408439 37.788782)
61514,Foods Co #357,1800 FOLSOM St,San Francisco,37.767907,-122.415584,POINT (-122.415584 37.767907)
2292,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA St,San Francisco,37.753638,-122.490712,POINT (-122.490712 37.753638)
1350,KING OF THAI NOODLE HOUSE,639 CLEMENT St,San Francisco,37.782833,-122.46615,POINT (-122.46615 37.782833)
3272,Cigar Bar and Grill,850 Montgomery St,San Francisco,37.797137,-122.403586,POINT (-122.403586 37.797137)
999,SERRANO'S PIZZA II,3274 21st St,San Francisco,37.756997,-122.420534,POINT (-122.420534 37.756997)
239,Just Wonton,1241 Vicente St,San Francisco,37.739063,-122.480409,POINT (-122.480409 37.739063)
63755,Hana Zen Sushi & Yakitori Bar,Pier 39  Space M209,San Francisco,37.80824,-122.410189,POINT (-122.410189 37.80824)
64745,Mint,1 Dr Carlton B. Goodlett Pl Basement,San Francisco,37.778492,-122.418291,POINT (-122.418291 37.778492)
2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,San Francisco,37.765708,-122.409002,POINT (-122.409002 37.765708)
2836,Hard Rock Cafe,Pier 39  Building Q1,San Francisco,37.80824,-122.410189,POINT (-122.410189 37.80824)
4846,NORTH BEACH PIZZA,3054 TARAVAL St,San Francisco,37.742048,-122.499002,POINT (-122.499002 37.742048)
5927,CORNERSTONES ACADEMY,801 SILVER Ave,San Francisco,37.729108,-122.418728,POINT (-122.418728 37.729108)
58745,San Francisco Tennis Club,645 05th St,San Francisco,37.776109,-122.398082,POINT (-122.398082 37.776109)
17933,Nile Cafe,544 Jones St,San Francisco,37.786307,-122.413026,POINT (-122.413026 37.786307)
1345,Cordon Bleu,1574 California St,San Francisco,37.790683,-122.420264,POINT (-122.420264 37.790683)
1757,Dar Bar Pakistani/Indian Cusine,1412 Polk St,San Francisco,37.789784,-122.420455,POINT (-122.420455 37.789784)
60331,Sunflower Potrero Hill,288 CONNECTICUT St,San Francisco,37.762647,-122.397545,POINT (-122.397545 37.762647)
33084,"Miette Cakes, LLC",449 Octavia St,San Francisco,37.776257,-122.424648,POINT (-122.424648 37.776257)
3550,Noah's New York Bagels #2113,100 Bush St #102,San Francisco,37.791348,-122.399834,POINT (-122.399834 37.791348)
4672,IRVING SEAFOOD MARKET,2130 IRVING St,San Francisco,37.763428,-122.480921,POINT (-122.480921 37.763428)
61285,Cocola,3251 20th Ave 186,San Francisco,37.728497,-122.475639,POINT (-122.475639 37.728497)
2893,FOREIGN CINEMA,2534 MISSION St,San Francisco,37.756417,-122.418884,POINT (-122.418884 37.756417)
39205,Rin's,4301 24th St,San Francisco,37.750983,-122.438608,POINT (-122.438608 37.750983)
10875,Brendas Meat & Three,919 DIVISADERO ST,San Francisco,37.778194,-122.438474,POINT (-122.438474 37.778194)
2622,WING HING RESTAURANT,2550 SAN BRUNO Ave,San Francisco,37.729408,-122.404391,POINT (-122.404391 37.729408)
3256,"Connection, The",5740 MISSION St,San Francisco,37.709737,-122.45007,POINT (-122.45007 37.709737)
1692,Plouf,40 Belden Pl,San Francisco,37.791318,-122.403757,POINT (-122.403757 37.791318)
62780,Potrero Shell,2890 03rd St,San Francisco,37.752974,-122.38796,POINT (-122.38796 37.752974)
2709,MELS DRIVE IN,2165 LOMBARD St,San Francisco,37.799684,-122.437106,POINT (-122.437106 37.799684)
2066,Thai Spice Restaurant,1730 Polk St,San Francisco,37.792677,-122.421036,POINT (-122.421036 37.792677)
3738,CINDERELLA BAKERY & CAFE,0436 BALBOA St,San Francisco,37.777299,-122.463353,POINT (-122.463353 37.777299)
