business_id,business_name,business_address,business_city,business_latitude,business_longitude,business_location
2829,EAGLE PIZZA,1712 TARAVAL St,San Francisco,37.742688,-122.484541,POINT (-122.484541 37.742688)
4678,BOUDIN BAKERY,399 10th Ave,San Francisco,37.781139,-122.468635,POINT (-122.468635 37.781139)
544,THAI TIME RESTAURANT,315 08th Ave,San Francisco,37.782534,-122.466615,POINT (-122.466615 37.782534)
17612,Laguna Grove Care,624 Laguna St,San Francisco,37.776955,-122.426292,POINT (-122.426292 37.776955)
2599,HONG KONG RESTAURANT,2728 SAN BRUNO Ave,San Francisco,37.727159,-122.403452,POINT (-122.403452 37.727159)
298,Bamboo Restaurant,1441 Polk St,San Francisco,37.790134,-122.420634,POINT (-122.420634 37.790134)
19169,Club Bottoms Up,4704 Mission,San Francisco,37.72285,-122.436245,POINT (-122.436245 37.72285)
631,SUBWAY SANDWICHES & SALADS,1500 FILLMORE St,San Francisco,37.78332,-122.432647,POINT (-122.432647 37.78332)
64790,Locali Mediterranean,98 Battery St #B,San Francisco,37.792027,-122.399686,POINT (-122.399686 37.792027)
18047,Las Palmeras,2721 Mission St,San Francisco,37.753463,-122.418536,POINT (-122.418536 37.753463)
4782,CANTON DIM SUM HOUSE,655 Folsom St,San Francisco,37.784557,-122.397932,POINT (-122.397932 37.784557)
32654,Double Play Bar & Grill,2401 16th St,San Francisco,37.765553,-122.410779,POINT (-122.410779 37.765553)
489,Dol-Ho Restaurant,808 Pacific Ave,San Francisco,37.796718,-122.408714,POINT (-122.408714 37.796718)
40217,Pizzetta 211,211 23rd Ave,San Francisco,37.783758,-122.482885,POINT (-122.482885 37.783758)
6739,Jamie Supermarket,1135 Stockton St,San Francisco,37.796303,-122.408354,POINT (-122.408354 37.796303)
2632,MARTHA & BROS COFFEE CO,745 CORTLAND Ave,San Francisco,37.738927,-122.414757,POINT (-122.414757 37.738927)
3443,Crab House,Pier 39  Space 203C,San Francisco,37.80824,-122.410189,POINT (-122.410189 37.80824)
4558,KING'S BAKERY,2846 MISSION St,San Francisco,37.751356,-122.418414,POINT (-122.418414 37.751356)
61823,Sushi Delight,1946 MARKET St,San Francisco,37.770184,-122.425728,POINT (-122.425728 37.770184)
3571,CITY CLUB,"155 Sansome St, 10th Floor",San Francisco,37.791714,-122.400835,POINT (-122.400835 37.791714)
2360,LA TAQUERIA,2889 MISSION St,San Francisco,37.750855,-122.418286,POINT (-122.418286 37.750855)
489,Dol-Ho Restaurant,808 Pacific Ave,San Francisco,37.796718,-122.408714,POINT (-122.408714 37.796718)
919,"Ritz-Carlton, SF -  P-37 Restaurant and Bar",600 Stockton St 4th Floor,San Francisco,37.791757,-122.407377,POINT (-122.407377 37.791757)
63653,SFDH - Scala's Bistro Restaurant,450 Powell St 1st Floor,San Francisco,37.788918,-122.408507,POINT (-122.408507 37.788918)
27055,Chenery Market,100 CHENERY St,San Francisco,37.73967,-122.425623,POINT (-122.425623 37.73967)
7537,NEW WING HING SEAFOOD MARKET,2222 CLEMENT St,San Francisco,37.782118,-122.483191,POINT (-122.483191 37.782118)
37405,Irelands 32,3920 Geary Blvd,San Francisco,37.781278,-122.461312,POINT (-122.461312 37.781278)
63653,SFDH - Scala's Bistro Restaurant,450 Powell St 1st Floor,San Francisco,37.788918,-122.408507,POINT (-122.408507 37.788918)
2690,LOS PANCHOS,3206 MISSION St,San Francisco,37.745516,-122.420004,POINT (-122.420004 37.745516)
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,37.754513,-122.418626,POINT (-122.418626 37.754513)
62572,Falletti Foods,308 Broderick St,San Francisco,37.773348,-122.439147,POINT (-122.439147 37.773348)
5325,SAN FRANCISCO SOUP COMPANY,451 06th St,San Francisco,37.776775,-122.403305,POINT (-122.403305 37.776775)
2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,San Francisco,37.765123,-122.417919,POINT (-122.417919 37.765123)
3345,"BAR NONE-SF, LLC",1980 UNION St,San Francisco,37.797578,-122.431883,POINT (-122.431883 37.797578)
3183,NEW ERITREA RESTAURANT,907 Irving St,San Francisco,37.763964,-122.467639,POINT (-122.467639 37.763964)
3114,Franciscan Crab Restaurant,Pier 43 1/2,San Francisco,37.808931,-122.415069,POINT (-122.415069 37.808931)
1564,Cornell Hotel - Jeanne D'Arc,715 Bush St,San Francisco,37.790103,-122.409117,POINT (-122.409117 37.790103)
16349,L's Cafe,2871 24th St,San Francisco,37.752764,-122.409588,POINT (-122.409588 37.752764)
28318,Hollywood Cafe,530 North Point St,San Francisco,37.806337,-122.415814,POINT (-122.415814 37.806337)
3616,THE LIBERTIES IRISH BAR & REST.,0994 GUERRERO St,San Francisco,37.75527,-122.423256,POINT (-122.423256 37.75527)
59872,KAMEKYO,943 COLE St,San Francisco,37.765164,-122.449874,POINT (-122.449874 37.765164)
140,Cafe Madeleine,300 California St,San Francisco,37.793268,-122.400323,POINT (-122.400323 37.793268)
1991,SRI THAI CUISINE,4621 LINCOLN Way,San Francisco,37.764073,-122.507779,POINT (-122.507779 37.764073)
38179,Hillstone Restaurant,1800 Montgomery St,San Francisco,37.805643,-122.40529,POINT (-122.40529 37.805643)
102,Akiko's Sushi Bar,542A Mason St,San Francisco,37.788484,-122.410045,POINT (-122.410045 37.788484)
59153,Union Square Sports Bar,115 Mason St,San Francisco,37.78453,-122.409392,POINT (-122.409392 37.78453)
36277,L'Ardoise,151 Noe St,San Francisco,37.766653,-122.433258,POINT (-122.433258 37.766653)
3405,GARDEN CT. RESTAURANT & BAR,2 NEW MONTGOMERY St,San Francisco,37.788286,-122.401543,POINT (-122.401543 37.788286)
62775,Lombard Shell,1800 LOMBARD St,San Francisco,37.800468,-122.431434,POINT (-122.431434 37.800468)
61579,La Oaxaquena Bakery and Restaurant,2128 Mission St,San Francisco,37.762898,-122.419505,POINT (-122.419505 37.762898)
7747,SAFEWAY STORE #964,4950 Mission St,San Francisco,37.71954,-122.438775,POINT (-122.438775 37.71954)
32925,Papalote,3409 24th St,San Francisco,37.752073,-122.420939,POINT (-122.420939 37.752073)
62060,Cozy Cable Car Cafe,519 Powell St,San Francisco,37.789521,-122.408736,POINT (-122.408736 37.789521)
13838,Judahlicious Juice,3906 Judah st,San Francisco,37.760528,-122.503991,POINT (-122.503991 37.760528)
15535,Boudin Bakery & Cafe,160 Jefferson St 1st Floor,San Francisco,37.808352,-122.415157,POINT (-122.415157 37.808352)
2135,HOWARD STREET COFFEE ROASTERY CAFE,180 HOWARD St,San Francisco,37.790863,-122.393159,POINT (-122.393159 37.790863)
3206,PPQ Vietnamese RESTAURANT,2332 CLEMENT St,San Francisco,37.782068,-122.484432,POINT (-122.484432 37.782068)
27799,Buckhorn Grill,845 Market St FE-5,San Francisco,37.784848,-122.406892,POINT (-122.406892 37.784848)
59828,Tip Top Market,84 Turk St,San Francisco,37.783268,-122.410553,POINT (-122.410553 37.783268)
3522,Bow Hon Restaurant,850 Grant Ave,San Francisco,37.794958,-122.406367,POINT (-122.406367 37.794958)
580,TACO LOS ALTOS,737 CORTLAND Ave,San Francisco,37.738979,-122.414971,POINT (-122.414971 37.738979)
5808,BALBOA HIGH SCHOOL,1000 CAYUGA Ave,San Francisco,37.722067,-122.43983,POINT (-122.43983 37.722067)
2849,Kells,530 Jackson St,San Francisco,37.796378,-122.404024,POINT (-122.404024 37.796378)
62674,Chipotle Mexican Grill #1230,232 O'Farrell St,San Francisco,37.786387,-122.408605,POINT (-122.408605 37.786387)
63169,Grand Coffee,2663 Mission St,San Francisco,37.754383,-122.418616,POINT (-122.418616 37.754383)
38139,Island Market & Deli,2 Ave of the Palms  Bldg. 146,San Francisco,37.824494,-122.371798,POINT (-122.371798 37.824494)
61438,Green Chile Kitchen,1801 McAllister,San Francisco,37.7773,-122.441709,POINT (-122.441709 37.7773)
36687,Jay's Cheesesteak,3285 21st St,San Francisco,37.756893,-122.420849,POINT (-122.420849 37.756893)
7663,GGP MARKET,2948 24th St,San Francisco,37.752748,-122.410822,POINT (-122.410822 37.752748)
4492,Mollie Stone's Grand Central Market (Mezzanine Level),2435 CALIFORNIA St,San Francisco,37.788773,-122.434697,POINT (-122.434697 37.788773)
63653,SFDH - Scala's Bistro Restaurant,450 Powell St 1st Floor,San Francisco,37.788918,-122.408507,POINT (-122.408507 37.788918)
3120,Cioppino's,400 Jefferson St,San Francisco,37.807854,-122.419124,POINT (-122.419124 37.807854)
2263,TAIWAN RESTAURANT,445 CLEMENT St,San Francisco,37.782933,-122.464089,POINT (-122.464089 37.782933)
2561,ANANDA FUARA,1298 MARKET St,San Francisco,37.777824,-122.415969,POINT (-122.415969 37.777824)
10376,Good Frikin Chicken,10 29th St,San Francisco,37.744369,-122.420967,POINT (-122.420967 37.744369)
1724,CAFE MUMS,1800 SUTTER St,San Francisco,37.786498,-122.430283,POINT (-122.430283 37.786498)
3739,BRYAN'S,3445 CALIFORNIA St,San Francisco,37.786703,-122.450877,POINT (-122.450877 37.786703)
62573,"Guzman's Produce Market, Inc.",5229 MISSION St,San Francisco,37.71514,-122.441997,POINT (-122.441997 37.71514)
38379,Mi Ranchito Produce,2169 Mission St,San Francisco,37.762344,-122.419386,POINT (-122.419386 37.762344)
6916,GRAND 7 LIQUOR & DELI,1740A Cesar Chavez St,San Francisco,37.749949,-122.393975,POINT (-122.393975 37.749949)
2863,HAYSTACK PIZZA RESTAURANT,3881 24th St,San Francisco,37.751573,-122.429189,POINT (-122.429189 37.751573)
64195,Golden Gate Indian Cuisine & Pizza,1388 C 46th Ave,San Francisco,37.758941,-122.48591,POINT (-122.48591 37.758941)
60628,Phillies,932 GENEVA Ave,San Francisco,37.716165,-122.440572,POINT (-122.440572 37.716165)
1509,CLUB WAZIEMA,543 DIVISADERO St,San Francisco,37.774674,-122.437764,POINT (-122.437764 37.774674)
1542,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,San Francisco,37.766293,-122.407671,POINT (-122.407671 37.766293)
39398,Baby Blues BBQ San Francisco Inc,3149 Mission St,San Francisco,37.746953,-122.418954,POINT (-122.418954 37.746953)
33125,L & L Hawaiian Barbecue,312 Kearny St,San Francisco,37.790947,-122.404026,POINT (-122.404026 37.790947)
1036,ALAMO SQUARE,803 FILLMORE St,San Francisco,37.776944,-122.431444,POINT (-122.431444 37.776944)
60649,Papa John's Pizza,69 Cambon Dr,San Francisco,37.717766,-122.474386,POINT (-122.474386 37.717766)
20116,Sushi Zen,1041 Taraval St,San Francisco,37.742933,-122.47745,POINT (-122.47745 37.742933)
2610,CAFE LA BOHEME,3318 24th St,San Francisco,37.752284,-122.418928,POINT (-122.418928 37.752284)
59041,Nina's Cafe,201 Fell St,San Francisco,37.7761,-122.421177,POINT (-122.421177 37.7761)
2352,SMILE'S  B.B.Q.,2619 MISSION St,San Francisco,37.755013,-122.418665,POINT (-122.418665 37.755013)
3948,Mel's Drive-In,833 MISSION St,San Francisco,37.78355,-122.405356,POINT (-122.405356 37.78355)
36786,Muracci's Japanese Restaurant,307 Kearny St,San Francisco,37.790924,-122.404094,POINT (-122.404094 37.790924)
3260,KENTUCKY FRIED CHICKEN,2040 OCEAN Ave,San Francisco,37.726337,-122.465031,POINT (-122.465031 37.726337)
33865,Nabe,1325 09th Ave,San Francisco,37.758941,-122.48591,POINT (-122.48591 37.758941)
16751,Nihon,1779 Folsom St,San Francisco,37.768654,-122.415586,POINT (-122.415586 37.768654)
2933,Castagnola's Restaurant,286 Jefferson St,San Francisco,37.808098,-122.417194,POINT (-122.417194 37.808098)
5077,SEAKOR DELI,5957 GEARY Blvd,San Francisco,37.780054,-122.483181,POINT (-122.483181 37.780054)
64380,Michael Mina Restaurant,252 California St,San Francisco,37.793338,-122.399583,POINT (-122.399583 37.793338)
61579,La Oaxaquena Bakery and Restaurant,2128 Mission St,San Francisco,37.762898,-122.419505,POINT (-122.419505 37.762898)
4608,Gourmet Kitchen,1051 Stockton St,San Francisco,37.795594,-122.408204,POINT (-122.408204 37.795594)
63597,Zero Zero,826 FOLSOM St,San Francisco,37.781494,-122.401909,POINT (-122.401909 37.781494)
917,Town & Country Club,218 Stockton St,San Francisco,37.787927,-122.406607,POINT (-122.406607 37.787927)
60380,Whole Foods Market,3950 24TH St,San Francisco,37.751517,-122.430842,POINT (-122.430842 37.751517)
477,Il Pollaio,555 Columbus Ave,San Francisco,37.800036,-122.409817,POINT (-122.409817 37.800036)
59002,Yummy Bakery & Restaurant,607 Jackson St,San Francisco,37.796152,-122.405255,POINT (-122.405255 37.796152)
18357,BARRIO,1609 Powell St,San Francisco,37.799513,-122.410704,POINT (-122.410704 37.799513)
3926,"Espetus Churrascaria, Inc.",1686 MARKET St,San Francisco,37.773317,-122.421724,POINT (-122.421724 37.773317)
3373,New Delhi Restaurant,160 Ellis St,San Francisco,37.785465,-122.408851,POINT (-122.408851 37.785465)
37168,InterContinental San Francisco 3rd Fl. Banquet Kitchen,888 Howard St 3rd Floor,San Francisco,37.781664,-122.404778,POINT (-122.404778 37.781664)
2866,ELIZA'S RESTAURANT,2877 CALIFORNIA St,San Francisco,37.787884,-122.441657,POINT (-122.441657 37.787884)
2717,GOURMET DIM SUM & CAFE,651 CLEMENT St,San Francisco,37.782823,-122.466359,POINT (-122.466359 37.782823)
1002,BIG MOUTH BURGERS,3392 24th St,San Francisco,37.752158,-122.420362,POINT (-122.420362 37.752158)
4864,DRAGON CITY BAKERY & CAFE,2367 MISSION St,San Francisco,37.759174,-122.419066,POINT (-122.419066 37.759174)
7678,Casa Thai Market,3020 16th St,San Francisco,37.765049,-122.420122,POINT (-122.420122 37.765049)
36513,Waterbar,399 Embarcadero,San Francisco,37.788613,-122.393894,POINT (-122.393894 37.788613)
59407,Parkside Quickly,1050 TARAVAL St,San Francisco,37.742989,-122.477662,POINT (-122.477662 37.742989)
36534,Jewish Community Center of San Francisco,3200 California,San Francisco,37.787218,-122.447403,POINT (-122.447403 37.787218)
62889,Benu,22 HAWTHORNE St,San Francisco,37.785608,-122.399069,POINT (-122.399069 37.785608)
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,37.759944,-122.421356,POINT (-122.421356 37.759944)
7762,Liguria Bakery,1700 Stockton St,San Francisco,37.801407,-122.409296,POINT (-122.409296 37.801407)
5192,COMING HOME HOSPICE,115 Diamond St,San Francisco,37.760485,-122.437091,POINT (-122.437091 37.760485)
1347,CREPES ON COLE,100 CARL St,San Francisco,37.765778,-122.450184,POINT (-122.450184 37.765778)
58,Oasis Grill,91 Drumm St,San Francisco,37.794483,-122.396584,POINT (-122.396584 37.794483)
3151,New Asia Restaurant,772 Pacific Ave,San Francisco,37.796808,-122.407964,POINT (-122.407964 37.796808)
323,WAYO,1407 VAN NESS Ave,San Francisco,37.788609,-122.42213,POINT (-122.42213 37.788609)
3595,SAFEWAY #785,850 La Playa St,San Francisco,37.772323,-122.509946,POINT (-122.509946 37.772323)
2972,PORTICO,98 01st St,San Francisco,37.774722,-122.406761,POINT (-122.406761 37.774722)
61494,Golden City Inn,5131 03rd St,San Francisco,37.731902,-122.391576,POINT (-122.391576 37.731902)
2778,LEE'S DELI,303 02nd St,San Francisco,37.784954,-122.395922,POINT (-122.395922 37.784954)
6521,POTRERO TERRACE MARKET,990 WISCONSIN St,San Francisco,37.754882,-122.39879,POINT (-122.39879 37.754882)
1926,LINCOLN PARK BAR AND GRILL,300 34th Ave,San Francisco,37.782971,-122.496324,POINT (-122.496324 37.782971)
16047,THE RICHMOND,615 Balboa St,San Francisco,37.777123,-122.46534,POINT (-122.46534 37.777123)
38258,Hong Kong Bakery,4711 MISSION St,San Francisco,37.722898,-122.436086,POINT (-122.436086 37.722898)
436,North Beach Restaurant,1512 Stockton St,San Francisco,37.799646,-122.408939,POINT (-122.408939 37.799646)
379,GIANT SCOOP,2708 SAN BRUNO Ave,San Francisco,37.727468,-122.403582,POINT (-122.403582 37.727468)
19373,Las Isletas,4508 03rd St,San Francisco,37.737021,-122.390043,POINT (-122.390043 37.737021)
59040,Sun Stream Coffee,2884 Geary Blvd,San Francisco,37.782255,-122.449956,POINT (-122.449956 37.782255)
3016,"R & G Executive Lounge, Inc",631 Kearny St,San Francisco,37.794154,-122.404765,POINT (-122.404765 37.794154)
4864,DRAGON CITY BAKERY & CAFE,2367 MISSION St,San Francisco,37.759174,-122.419066,POINT (-122.419066 37.759174)
551,Gordo Taqueria #1,2252 Clement St,San Francisco,37.782107,-122.483631,POINT (-122.483631 37.782107)
36208,Silver Cafe,4300 MISSION St,San Francisco,37.728582,-122.431482,POINT (-122.431482 37.728582)
62688,Auntie April's,4618 03rd St,San Francisco,37.736277,-122.390334,POINT (-122.390334 37.736277)
8122,A. TARANTINO & SONS INC.,2275 JENNINGS St,San Francisco,37.725932,-122.3896,POINT (-122.3896 37.725932)
62632,Live Sushi Bistro,1 Gilbert St,San Francisco,37.774759,-122.404133,POINT (-122.404133 37.774759)
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION St,San Francisco,37.748855,-122.418134,POINT (-122.418134 37.748855)
61579,La Oaxaquena Bakery and Restaurant,2128 Mission St,San Francisco,37.762898,-122.419505,POINT (-122.419505 37.762898)
1922,All stars Donuts,901 Clement St,San Francisco,37.782694,-122.468969,POINT (-122.468969 37.782694)
30001,Amici's East Coast Pizzeria,2200 LOMBARD St,San Francisco,37.799628,-122.437974,POINT (-122.437974 37.799628)
3623,CHAVA'S,2839 MISSION St,San Francisco,37.751554,-122.418376,POINT (-122.418376 37.751554)
33851,Thee Parkside,1600 17th St,San Francisco,37.764987,-122.399872,POINT (-122.399872 37.764987)
7394,TORINO MARKET,4830 03rd St,San Francisco,37.734392,-122.390972,POINT (-122.390972 37.734392)
35855,Lava Restaurant & Lounge,527 BRYANT St,San Francisco,37.780728,-122.396522,POINT (-122.396522 37.780728)
3048,Crustacean,1475 Polk St,San Francisco,37.790324,-122.420664,POINT (-122.420664 37.790324)
4860,Play  Field Cafe,1 Zoo Rd,San Francisco,37.73017,-122.502535,POINT (-122.502535 37.73017)
384,RINCONSITO SALVADORENO,3829 MISSION St,San Francisco,37.73571,-122.424528,POINT (-122.424528 37.73571)
34814,The Irish Bank Bar & Restaurant,10 Mark Ln,San Francisco,37.790324,-122.404774,POINT (-122.404774 37.790324)
19373,Las Isletas,4508 03rd St,San Francisco,37.737021,-122.390043,POINT (-122.390043 37.737021)
4590,TAQUERIA CAN-CUN  RESTAURANT,1003 MARKET St,San Francisco,37.78215,-122.410305,POINT (-122.410305 37.78215)
63256,Viva Goa Indian Cuisine,2420 LOMBARD St,San Francisco,37.799188,-122.441423,POINT (-122.441423 37.799188)
3623,CHAVA'S,2839 MISSION St,San Francisco,37.751554,-122.418376,POINT (-122.418376 37.751554)
4959,THAT'S IT MARKET,2699 Mission St,San Francisco,37.753973,-122.418576,POINT (-122.418576 37.753973)
40185,5A5 Steak Lounge,244 Jackson St,San Francisco,37.796921,-122.400039,POINT (-122.400039 37.796921)
500,Roxanne Cafe,570 Powell St,San Francisco,37.790003,-122.408688,POINT (-122.408688 37.790003)
1615,Starbucks Coffee,27 Drumm St,San Francisco,37.794184,-122.396524,POINT (-122.396524 37.794184)
37231,Utopia Cafe,139 Waverly Pl,San Francisco,37.794723,-122.406944,POINT (-122.406944 37.794723)
3218,GIORGIO'S PIZZA,151 CLEMENT St,San Francisco,37.783073,-122.461009,POINT (-122.461009 37.783073)
23068,El Cafetazo,3087 16th St,San Francisco,37.764903,-122.421439,POINT (-122.421439 37.764903)
28976,AFC Sushi @Safeway 739,3350 Mission St,San Francisco,37.742998,-122.421638,POINT (-122.421638 37.742998)
3167,MING'S DINER,2129 Taraval St,San Francisco,37.742433,-122.489069,POINT (-122.489069 37.742433)
2020,MONROE RESIDENCE CLUB,1870 Sacramento St,San Francisco,37.791178,-122.423703,POINT (-122.423703 37.791178)
429,Calzone's,430 Columbus Ave,San Francisco,37.798965,-122.408204,POINT (-122.408204 37.798965)
63191,Alexander's Steakhouse,448 BRANNAN St,San Francisco,37.779153,-122.395569,POINT (-122.395569 37.779153)
64484,Twirl and Dip,335 Martin Luther King Jr Dr,San Francisco,37.777122,-122.419639,POINT (-122.419639 37.777122)
7207,GOLDEN PRODUCE,172 CHURCH St,San Francisco,37.768187,-122.429024,POINT (-122.429024 37.768187)
891,Lucky Creation Vegetarian Restaurant LLC,854 Washington St,San Francisco,37.795078,-122.407433,POINT (-122.407433 37.795078)
66,STARBUCKS,1800 IRVING St,San Francisco,37.763578,-122.477461,POINT (-122.477461 37.763578)
38379,Mi Ranchito Produce,2169 Mission St,San Francisco,37.762344,-122.419386,POINT (-122.419386 37.762344)
4108,Hornblower Cruises & Events/SF Belle,Pier 3,San Francisco,37.797473,-122.39592,POINT (-122.39592 37.797473)
36745,Shanghai China Restaurant,1559 MISSION St,San Francisco,37.773447,-122.418123,POINT (-122.418123 37.773447)
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,San Francisco,37.728458,-122.403991,POINT (-122.403991 37.728458)
61494,Golden City Inn,5131 03rd St,San Francisco,37.731902,-122.391576,POINT (-122.391576 37.731902)
3651,PANCHO VILLA,3071 16th St,San Francisco,37.764897,-122.421234,POINT (-122.421234 37.764897)
1674,NORDSTROM BAZILLE,865 MARKET St,San Francisco,37.784317,-122.407563,POINT (-122.407563 37.784317)
10931,ROYAL GROUND COFFEE,3101 Geary Blvd,San Francisco,37.781736,-122.452151,POINT (-122.452151 37.781736)
61206,Sushi Raw #3,682 Haight St,San Francisco,37.771782,-122.433435,POINT (-122.433435 37.771782)
4987,ROSSI'S DELI,426 Castro St,San Francisco,37.761954,-122.435168,POINT (-122.435168 37.761954)
1870,Cafe Tiramisu,28 Belden Pl,San Francisco,37.791198,-122.403737,POINT (-122.403737 37.791198)
31568,Taqueria El Sol #2,595 Geary St,San Francisco,37.786709,-122.413068,POINT (-122.413068 37.786709)
949,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,San Francisco,37.780372,-122.476354,POINT (-122.476354 37.780372)
23702,Doo Bu Restaurant,1723 Buchanan St,San Francisco,37.786022,-122.429903,POINT (-122.429903 37.786022)
3217,MARNEE THAI RESTAURANT,1243 09th Ave,San Francisco,37.758941,-122.48591,POINT (-122.48591 37.758941)
3951,KIRIN RESTAURANT,6135 GEARY Blvd,San Francisco,37.779962,-122.485087,POINT (-122.485087 37.779962)
39119,Brothers Restaurant,4128 GEARY Blvd,San Francisco,37.781148,-122.463762,POINT (-122.463762 37.781148)
5999,The Salvation Army,1156 Valencia St,San Francisco,37.754397,-122.420915,POINT (-122.420915 37.754397)
2945,New Sun Hong Kong Restaurant,606 Broadway St,San Francisco,37.797868,-122.407194,POINT (-122.407194 37.797868)
36618,Chug Pub,1849 Lincoln Way,San Francisco,37.765384,-122.478129,POINT (-122.478129 37.765384)
409,EL FARO,82 01st St,San Francisco,37.788613,-122.393894,POINT (-122.393894 37.788613)
17647,Enjoy Vegetarian Restaurant,754 KIRKHAM St,San Francisco,37.760198,-122.469081,POINT (-122.469081 37.760198)
1144,Star Bagels,1475 Polk St,San Francisco,37.790324,-122.420664,POINT (-122.420664 37.790324)
39810,Cherry Blossom Bakery,844 Clement St,San Francisco,37.782778,-122.468341,POINT (-122.468341 37.782778)
7691,Golden Bear,Pier 41,San Francisco,37.808494,-122.412,POINT (-122.412 37.808494)
4533,Gourmet Delight,1045 Stockton St,San Francisco,37.795594,-122.408204,POINT (-122.408204 37.795594)
4703,LA CANASTA TAKE-OUT,3006 Buchanan St,San Francisco,37.797667,-122.432196,POINT (-122.432196 37.797667)
2263,TAIWAN RESTAURANT,445 CLEMENT St,San Francisco,37.782933,-122.464089,POINT (-122.464089 37.782933)
13062,Everett Middle School,450 Church St,San Francisco,37.763794,-122.428617,POINT (-122.428617 37.763794)
3433,Alioto's,Foot of Taylor St #8,San Francisco,37.795202,-122.413169,POINT (-122.413169 37.795202)
3304,Round Table Pizza,801 Van Ness Ave,San Francisco,37.783025,-122.420954,POINT (-122.420954 37.783025)
3300,"Broadmoor, The",1499 SUTTER St,San Francisco,37.787153,-122.424697,POINT (-122.424697 37.787153)
1368,Starbucks Coffee,701 Battery St,San Francisco,37.797754,-122.400925,POINT (-122.400925 37.797754)
2798,MONGKOK DIM SUM & RESTAURANT,2438 NORIEGA  St,San Francisco,37.753678,-122.489972,POINT (-122.489972 37.753678)
7635,SURFSIDE LIQUORS,950 Innes Ave,San Francisco,37.732545,-122.376657,POINT (-122.376657 37.732545)
5281,Eva's Catering,Pier 45,San Francisco,,,
18102,Kim Son Restaurant,3614 BALBOA St,San Francisco,37.775728,-122.497701,POINT (-122.497701 37.775728)
6636,STARBUCKS,1390 MARKET St,San Francisco,37.777053,-122.416939,POINT (-122.416939 37.777053)
6025,KIMOCHI INC,1840 SUTTER St 208,San Francisco,37.786428,-122.430883,POINT (-122.430883 37.786428)
3082,ONE MARKET RESTAURANT,1 MARKET St,San Francisco,37.794347,-122.394932,POINT (-122.394932 37.794347)
64067,Creative Catering,2600 Turk Blvd,San Francisco,37.778313,-122.449816,POINT (-122.449816 37.778313)
552,Loi's Vietnamese Restaurant,2228 Irving St,San Francisco,37.763428,-122.481736,POINT (-122.481736 37.763428)
2922,The White Horse,637 Sutter St,San Francisco,37.788882,-122.410833,POINT (-122.410833 37.788882)
59153,Union Square Sports Bar,115 Mason St,San Francisco,37.78453,-122.409392,POINT (-122.409392 37.78453)
1972,KENTUCKY FRIED CHICKEN,4150 GEARY Blvd,San Francisco,37.781128,-122.464072,POINT (-122.464072 37.781128)
2945,New Sun Hong Kong Restaurant,606 Broadway St,San Francisco,37.797868,-122.407194,POINT (-122.407194 37.797868)
226,Grumpy's American Pub,125 Vallejo St,San Francisco,37.799594,-122.400586,POINT (-122.400586 37.799594)
38485,Sweet Passion Bakery,3020 TARAVAL St,San Francisco,37.742058,-122.498692,POINT (-122.498692 37.742058)
4746,LEE'S DELI,170 Spear St,San Francisco,37.791588,-122.39292,POINT (-122.39292 37.791588)
37304,Balompie Cafe No. 3 Inc.,3801 Mission St,San Francisco,37.73598,-122.424438,POINT (-122.424438 37.73598)
3614,"Taqueria ""Los Coyotes"" #2",3036 16th St,San Francisco,37.765028,-122.420402,POINT (-122.420402 37.765028)
6734,"Chung Chou City, Inc #5",1230 Stockton St,San Francisco,37.797178,-122.408477,POINT (-122.408477 37.797178)
5905,MARINA MIDDLE SCHOOL,3500 FILLMORE St,San Francisco,37.801776,-122.43641,POINT (-122.43641 37.801776)
2648,BALOMPIE CAFE,3349 18th St,San Francisco,37.761836,-122.418296,POINT (-122.418296 37.761836)
39403,Frisco Fried,5176 03rd St,San Francisco,37.73089,-122.392227,POINT (-122.392227 37.73089)
3221,PASQUALES,700 IRVING St,San Francisco,37.764108,-122.465512,POINT (-122.465512 37.764108)
2189,PRINCESS BAKERY,4617 MISSION St,San Francisco,37.724422,-122.434985,POINT (-122.434985 37.724422)
14285,Lee's Deli,75 Battery St,San Francisco,37.791864,-122.399724,POINT (-122.399724 37.791864)
3267,The Olive Garden Italian,3251 20th Ave,San Francisco,37.728497,-122.475639,POINT (-122.475639 37.728497)
35592,Little Saigon Deli,131 Steuart St,San Francisco,37.792864,-122.392653,POINT (-122.392653 37.792864)
4449,Universal Bakery Inc.,3458 MISSION St,San Francisco,37.741317,-122.422687,POINT (-122.422687 37.741317)
13062,Everett Middle School,450 Church St,San Francisco,37.763794,-122.428617,POINT (-122.428617 37.763794)
35862,Toast Eatery,3991 24th St,San Francisco,37.751423,-122.431618,POINT (-122.431618 37.751423)
5268,SAN FRANCISCO MUSEUM OF MODERN ART,151 03rd St,San Francisco,37.785643,-122.401192,POINT (-122.401192 37.785643)
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,San Francisco,37.747114,-122.413641,POINT (-122.413641 37.747114)
